,filename,predictedCategory,actualCategory
668,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
669,Accrued Occupancy Dec pdf txt,regulatory,financial
670,Accrued Current Dec pdf txt,regulatory,financial
671,Accrued Profit Objective Purchase Order March xlsx txt,regulatory,financial
672,Accrued Vacation Dec pdf txt,intellectual property,financial
673,Accrued Profit Objective Purchase Order Dec xlsx txt,technical and it,financial
674,Accrued Travel and Entertainment expense Dec pdf txt,regulatory,financial
675,Accrued Tech Dec xlsx txt,intellectual property,financial
676,Accrued Tech March xlsx txt,regulatory,financial
677,Bonus Current Year Dec pdf txt,intellectual property,financial
678,Accrued Salaries Dec pdf txt,intellectual property,financial
679,Withholding Taxes Payable Dec pdf txt,regulatory,financial
680,Accrued General and Administration expense Dec pdf txt,regulatory,financial
681,Accrued Tech March xlsx txt,sales and marketing,financial
682,Bonus Current Year Dec pdf txt,intellectual property,financial
683,Accrued Current Dec pdf txt,regulatory,financial
684,Accrued Profit Objective Purchase Order Dec xlsx txt,regulatory,financial
685,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
686,Accrued Salaries Dec pdf txt,regulatory,financial
687,Accrued Profit Objective Purchase Order March xlsx txt,regulatory,financial
688,Accrued Travel and Entertainment expense March pdf txt,regulatory,financial
689,Bonus Current Year March pdf txt,intellectual property,financial
690,Accrued Vacation Dec pdf txt,intellectual property,financial
691,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
692,Accrued Vacation March pdf txt,intellectual property,financial
693,Bonus Current Year Dec pdf txt,regulatory,financial
694,Accrued Salaries March pdf txt,tax,financial
695,Accrued Current Dec pdf txt,tax,financial
696,Accrued General and Administration expense Dec pdf txt,intellectual property,financial
697,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
698,Accrued Profit Objective Purchase Order March xlsx txt,regulatory,financial
699,Accrued Profit Objective Purchase Order Dec xlsx txt,regulatory,financial
700,Accrued General and Administration expense Dec pdf txt,regulatory,financial
701,Other Current Liability Dec pdf txt,intellectual property,financial
702,Other Current Liability Dec pdf txt,regulatory,financial
703,Accrued Profit Objective Purchase Order Dec xlsx txt,operations,financial
704,Accrued Tech Dec xlsx txt,regulatory,financial
705,Bonus Current Year Dec pdf txt,intellectual property,financial
706,Accrued Tech March xlsx txt,sales and marketing,financial
707,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
708,Accrued General and Administration expense Dec pdf txt,intellectual property,financial
709,Bonus Current Year March pdf txt,regulatory,financial
710,Accrued General and Administration expense March pdf txt,regulatory,financial
711,Accrued Outside Help Dec pdf txt,intellectual property,financial
712,Accrued Outside Help Dec pdf txt,intellectual property,financial
713,Accrued General and Administration expense Dec pdf txt,intellectual property,financial
714,Accrued Profit Objective Purchase Order Dec xlsx txt,operations,financial
715,Accrued Current Dec pdf txt,regulatory,financial
716,Bonus Current Year Dec pdf txt,intellectual property,financial
717,Withholding Taxes Payable Dec pdf txt,tax,financial
718,Bonus Current Year March pdf txt,intellectual property,financial
719,Accrued Profit Objective Purchase Order Dec xlsx txt,insurance,financial
720,Accrued Profit Objective Purchase Order Dec xlsx txt,sales and marketing,financial
721,Accrued Tech March xlsx txt,regulatory,financial
722,Accrued Salaries Dec pdf txt,tax,financial
723,Accrued Tech Dec xlsx txt,sales and marketing,financial
724,Bonus Current Year March pdf txt,regulatory,financial
725,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
726,Accrued Travel and Entertainment expense March pdf txt,intellectual property,financial
727,Accrued General and Administration expense Dec pdf txt,intellectual property,financial
728,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
729,Accrued Corp Card Dec pdf txt,intellectual property,financial
730,Accrued Salaries Dec pdf txt,regulatory,financial
731,Accrued Occupancy Dec pdf txt,regulatory,financial
732,Accrued Profit Objective Purchase Order Dec xlsx txt,technical and it,financial
733,Accrued Current March pdf txt,intellectual property,financial
734,Accrued General and Administration expense Dec pdf txt,regulatory,financial
735,Accrued Current Dec pdf txt,intellectual property,financial
736,Accrued Current March pdf txt,regulatory,financial
737,Bonus Current Year March pdf txt,intellectual property,financial
738,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
739,Withholding Taxes Payable Dec pdf txt,regulatory,financial
740,Accrued General and Administration expense March pdf txt,intellectual property,financial
741,Accrued Travel and Entertainment expense March pdf txt,intellectual property,financial
742,Accrued Corp Card Dec pdf txt,intellectual property,financial
743,Accrued Occupancy Dec pdf txt,regulatory,financial
744,Accrued Profit Objective Purchase Order Dec xlsx txt,regulatory,financial
745,Accrued Profit Objective Purchase Order Dec xlsx txt,regulatory,financial
746,Accrued Tech Dec xlsx txt,regulatory,financial
747,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
748,Accrued Profit Objective Purchase Order Dec xlsx txt,sales and marketing,financial
749,Accrued Profit Objective Purchase Order Dec xlsx txt,regulatory,financial
750,Accrued Tech Dec xlsx txt,regulatory,financial
751,Accrued Travel and Entertainment expense March pdf txt,intellectual property,financial
752,Accrued Current Dec pdf txt,tax,financial
753,Accrued Travel and Entertainment expense March pdf txt,intellectual property,financial
754,Accrued Tech March xlsx txt,regulatory,financial
755,Accrued Profit Objective Purchase Order Dec xlsx txt,sales and marketing,financial
756,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
757,Bonus Current Year Dec pdf txt,regulatory,financial
758,Withholding Taxes Payable Dec pdf txt,tax,financial
759,Accrued Profit Objective Purchase Order March xlsx txt,regulatory,financial
760,Accrued General and Administration expense March pdf txt,regulatory,financial
761,Accrued Vacation March pdf txt,regulatory,financial
762,Withholding Taxes Payable Dec pdf txt,tax,financial
763,Accrued Current Dec pdf txt,tax,financial
764,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
765,Accrued Occupancy Dec pdf txt,intellectual property,financial
766,Accrued Current Dec pdf txt,regulatory,financial
767,Bonus Current Year Dec pdf txt,regulatory,financial
768,Other Current Liability March pdf txt,regulatory,financial
769,Accrued Vacation Dec pdf txt,intellectual property,financial
770,Accrued Occupancy March pdf txt,intellectual property,financial
771,Other Current Liability March pdf txt,regulatory,financial
772,Accrued Occupancy Dec pdf txt,insurance,financial
773,Accrued Corp Card Dec pdf txt,regulatory,financial
774,Accrued Vacation Dec pdf txt,intellectual property,financial
775,Accrued Current March pdf txt,tax,financial
776,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
777,Accrued Vacation Dec pdf txt,intellectual property,financial
778,Accrued Profit Objective Purchase Order March xlsx txt,technical and it,financial
779,Accrued Profit Objective Purchase Order Dec xlsx txt,sales and marketing,financial
780,Accrued Profit Objective Purchase Order March xlsx txt,regulatory,financial
781,Accrued Travel and Entertainment expense March pdf txt,intellectual property,financial
782,Accrued Corp Card March pdf txt,regulatory,financial
783,Accrued General and Administration expense Dec pdf txt,tax,financial
784,Bonus Current Year Dec pdf txt,regulatory,financial
785,Accrued Profit Objective Purchase Order March xlsx txt,regulatory,financial
786,Withholding Taxes Payable Dec pdf txt,intellectual property,financial
787,Accrued Vacation Dec pdf txt,intellectual property,financial
788,Accrued Marketing March pdf txt,sales and marketing,financial
789,Accrued Salaries Dec pdf txt,regulatory,financial
790,Accrued General and Administration expense Dec pdf txt,regulatory,financial
791,Accrued Travel and Entertainment expense Dec pdf txt,intellectual property,financial
792,Accrued Vacation Dec pdf txt,regulatory,financial
793,Accrued Severance Dec pdf txt,regulatory,financial
794,Accrued Tech Dec xlsx txt,regulatory,financial
795,Bonus Current Year Dec pdf txt,intellectual property,financial
796,Accrued Current March pdf txt,regulatory,financial
797,Accrued Profit Objective Purchase Order Dec xlsx txt,sales and marketing,financial
798,Other Current Liability Dec pdf txt,regulatory,financial
799,Bonus Current Year Dec pdf txt,intellectual property,financial
800,Accrued Occupancy Dec pdf txt,regulatory,financial
801,Accrued Current Dec pdf txt,regulatory,financial
802,Accrued Occupancy Dec pdf txt,intellectual property,financial
803,Accrued Corp Card March pdf txt,intellectual property,financial
804,Accrued Marketing Dec pdf txt,sales and marketing,financial
805,Accrued Occupancy March pdf txt,regulatory,financial
806,Bonus Current Year Dec pdf txt,intellectual property,financial
807,Accrued General and Administration expense March pdf txt,intellectual property,financial
808,Accrued Travel and Entertainment expense March pdf txt,intellectual property,financial
809,Accrued Profit Objective Purchase Order Dec xlsx txt,sales and marketing,financial
810,Accrued Severance March pdf txt,regulatory,financial
811,Other Current Liability Dec pdf txt,regulatory,financial
812,Profit Objective Purchase Order Dec pdf txt,intellectual property,financial
813,Accrued Vacation March pdf txt,regulatory,financial
814,Bonus Current Year Dec pdf txt,regulatory,financial
815,Accrued Severance Dec pdf txt,intellectual property,financial
816,Bonus Current Year March pdf txt,regulatory,financial
817,Accrued General and Administration expense March pdf txt,intellectual property,financial
818,Accrued General and Administration expense Dec pdf txt,regulatory,financial
819,Accrued Travel and Entertainment expense Dec pdf txt,regulatory,financial
820,Accrued Outside Help March pdf txt,intellectual property,financial
821,Top Vendors xlsx txt,sales and marketing,financial
822,Lease Expense Straight Lined Rent Schedule xlsx txt,operations,financial
823,Customer relationship useful life evaluation clean pdf pdf txt,financial,financial
824,Commissions Asset Reconciliation xlsx txt,human resources,financial
825,Eze Software Cost Memo clean pdf txt,financial,financial
826,Caidenn VIE consolidation memo including variable interest ask Redacted pdf txt,intellectual property,financial
827,Balances xlsx txt,technical and it,financial
828,Balances xlsx txt,sales and marketing,financial
829,Bal xlsx txt,technical and it,financial
830,Cash Proof pdf txt,financial,financial
831,Cash Proof pdf txt,financial,financial
832,Cash Proof pdf txt,financial,financial
833,Cash Proof pdf txt,financial,financial
834,Cash Proof pdf txt,financial,financial
835,Cash Proof pdf txt,financial,financial
836,ASC Adjustments Summary xlsx txt,tax,financial
837,Eze Subscription Revenue Memo pdf txt,financial,financial
838,Eze Other Revenue Streams Appendix Subscription pdf txt,intellectual property,financial
839,ASC Adjustments Memo FINAL pdf txt,financial,financial
840,Cash Paid Bonus and Commissions xlsx txt,human resources,financial
841,Eze Software Plan Document New Biz App pdf txt,human resources,financial
842,Analysis Note Professional Services pdf txt,sales and marketing,financial
843,Commission Expense Summary pdf txt,financial,financial
844,Professional Fees xlsx txt,regulatory,financial
845,Intercompany Loan xlsx txt,financial,financial
846,Annual Working Capital Summaries pdf txt,financial,financial
847,Top Vendors pdf txt,intellectual property,financial
848,Contra Reserve March pdf txt,financial,financial
849,Contra Reserve Calc Dec pdf txt,financial,financial
850,Contra Reserve Calc Dec pdf txt,financial,financial
851,Contra Reserve Dec pdf txt,financial,financial
852,Deferred Revenue Waterfall xlsx txt,sales and marketing,financial
853,Prepaid Taxes March Support xlsx txt,regulatory,financial
854,Miscellaneous Receivables March pdf txt,intellectual property,financial
855,BBA Deposit prepaid xlsx txt,sales and marketing,financial
856,Prepaid Mar pdf txt,regulatory,financial
857,Security Deposits Current Dec pdf txt,intellectual property,financial
858,Prepaid Assets xlsx txt,sales and marketing,financial
859,Prepaid Taxes March pdf txt,regulatory,financial
860,Prepaid Mar pdf txt,intellectual property,financial
861,Security Deposits Current Dec pdf txt,intellectual property,financial
862,Prepaid Taxes March pdf txt,tax,financial
863,Prepaid Number Paid Mar pdf txt,regulatory,financial
864,Prepaid Mar pdf txt,regulatory,financial
865,Security Deposits Current March pdf txt,intellectual property,financial
866,Prepaid Taxes March Support xlsx txt,intellectual property,financial
867,Prepaid Mar pdf txt,regulatory,financial
868,Prepaid Number paid Mar pdf txt,regulatory,financial
869,Anticipation Wages xlsx txt,human resources,financial
870,Prepaid Number Paid Mar pdf txt,regulatory,financial
871,Security Deposits Current March pdf txt,intellectual property,financial
872,Other Current Asset Dec pdf txt,intellectual property,financial
873,Miscellaneous Receivables Dec pdf txt,tax,financial
874,Miscellaneous Receivables March pdf txt,intellectual property,financial
875,Security Deposits Current Dec pdf txt,intellectual property,financial
876,Security Deposits Current March pdf txt,intellectual property,financial
877,Prepaid Taxes March Support xlsx txt,regulatory,financial
878,Prepaid Taxes VAT Value Added Tax GST Goods and services tax xlsx txt,corporate,financial
879,Security Deposits Current March pdf txt,regulatory,financial
880,Security Deposits Current March pdf txt,intellectual property,financial
881,Prepaid Mar pdf txt,regulatory,financial
882,Prepaid Taxes March pdf txt,tax,financial
883,CRD Deposits Dec pdf txt,regulatory,financial
884,Prepaid Number Paid Mar pdf txt,intellectual property,financial
885,Miscellaneous Receivables Dec pdf txt,intellectual property,financial
886,Security Deposits Current Dec pdf txt,intellectual property,financial
887,Vendor Deposits Dec pdf txt,intellectual property,financial
888,Miscellaneous Receivables March pdf txt,regulatory,financial
889,Prepaid Assets xlsx txt,sales and marketing,financial
890,Prepaid Taxes March pdf txt,tax,financial
891,Security Deposits Current March pdf txt,intellectual property,financial
892,Prepaid Mar pdf txt,regulatory,financial
893,Miscellaneous Receivables March pdf txt,intellectual property,financial
894,Miscellaneous Receivables March pdf txt,intellectual property,financial
895,Miscellaneous Receivables Dec pdf txt,intellectual property,financial
896,Miscellaneous Receivables Dec pdf txt,intellectual property,financial
897,Miscellaneous Receivables Dec pdf txt,intellectual property,financial
898,Prepaid Mar pdf txt,regulatory,financial
899,Security Deposits Current Dec pdf txt,intellectual property,financial
900,CRD Deposits Mar pdf txt,regulatory,financial
901,Prepaid Mar pdf txt,regulatory,financial
902,Prepaid Taxes March pdf txt,tax,financial
903,Security Deposits Current Dec pdf txt,regulatory,financial
904,Miscellaneous Receivables Dec pdf txt,regulatory,financial
905,Prepaid Number Paid Mar pdf txt,intellectual property,financial
906,Prepaid Mar pdf txt,intellectual property,financial
907,Security Deposits Current Dec pdf txt,intellectual property,financial
908,Security Deposits Current March pdf txt,intellectual property,financial
909,Prepaid Mar pdf txt,intellectual property,financial
910,Capitalization Policy the Company docx txt,financial,financial
911,Budgeted Actual xlsx txt,tax,financial
912,Historical Breakout Capex xlsx txt,financial,financial
913,Detail major projects xlsx txt,technical and it,financial
914,Executive Recruitiment Fees xlsx txt,human resources,financial
915,Consol Trial Balance Entity YTD Year date FINAL payments xlsx txt,regulatory,financial
916,Forex Foreign exchange market Exposure Slides from July Audit Committee presentation pdf txt,financial,financial
917,Functional Currencies Memo docx txt,financial,financial
918,Forex Foreign exchange market Exposure Slides from July Audit Committee presentation pdf txt,regulatory,financial
919,Auditors Representation Letters xlsx txt,regulatory,financial
920,Deductible programs losses pdf txt,financial,financial
921,Consolidated Debt Recon xlsx txt,regulatory,financial
922,Cash accounts explanations restrictions pdf txt,financial,financial
923,Audited Financial Statements pdf txt,financial,financial
924,quarters the accounting year financial update pdf txt,financial,financial
925,Expense Detail quarters the accounting year pdf txt,human resources,financial
926,Quarterly Natural Account xlsx txt,sales and marketing,financial
927,Actuals Budget pdf txt,financial,financial
928,QRun Rate Rollforwards pdf txt,sales and marketing,financial
929,Trident Model xlsx txt,sales and marketing,financial
930,Quarterly Model Detail pdf txt,financial,financial
931,Quarterly Model Expense Detail pdf txt,human resources,financial
932,quarters the accounting year Financial Update pdf txt,financial,financial
933,long term financials pdf txt,financial,financial
934,Quarterly GAAP Generally Accepted Accounting Principles xlsx txt,financial,financial
935,Quarterly GAAP Generally Accepted Accounting Principles Detail pdf txt,financial,financial
936,February MDA pdf txt,financial,financial
937,January pdf txt,financial,financial
938,February pdf txt,financial,financial
939,January MDA pdf txt,financial,financial
940,September pdf txt,financial,financial
941,September MDA pdf txt,financial,financial
942,October pdf txt,financial,financial
943,June pdf txt,financial,financial
944,August MDA pdf txt,financial,financial
945,August pdf txt,financial,financial
946,March pdf txt,financial,financial
947,Novermber pdf txt,financial,financial
948,April MDA pdf txt,financial,financial
949,June MDA pdf txt,financial,financial
950,July MDA pdf txt,financial,financial
951,May pdf txt,financial,financial
952,December pdf txt,financial,financial
953,March MDA pdf txt,financial,financial
954,April pdf txt,financial,financial
955,November MDA pdf txt,financial,financial
956,May MDA pdf txt,financial,financial
957,July pdf txt,financial,financial
958,October MDA pdf txt,financial,financial
959,December MDA pdf txt,financial,financial
960,March pdf txt,financial,financial
961,March MDA pdf txt,financial,financial
962,April pdf txt,financial,financial
963,February pdf txt,financial,financial
964,January MDA pdf txt,financial,financial
965,May MDA pdf txt,financial,financial
966,May pdf txt,financial,financial
967,January pdf txt,financial,financial
968,April MDA pdf txt,financial,financial
969,February MDA pdf txt,financial,financial
970,October pdf txt,financial,financial
971,June pdf txt,financial,financial
972,October MDA pdf txt,financial,financial
973,December MDA pdf txt,financial,financial
974,July MDA pdf txt,financial,financial
975,November pdf txt,financial,financial
976,November MDA pdf txt,financial,financial
977,September pdf txt,financial,financial
978,August MDA pdf txt,financial,financial
979,August pdf txt,financial,financial
980,September MDA pdf txt,financial,financial
981,December pdf txt,financial,financial
982,June MDA pdf txt,financial,financial
983,July pdf txt,financial,financial
984,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
985,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
986,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA pdf txt,financial,financial
987,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
988,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA pdf txt,financial,financial
989,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
990,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
991,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
992,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA SIGNED pdf txt,financial,financial
993,ECTS e FOCUS quarters the accounting year Form Custody AMENDED pdf txt,regulatory,financial
994,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
995,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
996,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
997,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
998,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
999,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
1000,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1001,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA pdf txt,financial,financial
1002,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA SIGNED pdf txt,financial,financial
1003,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
1004,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1005,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1006,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1007,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
1008,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA pdf txt,financial,financial
1009,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1010,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
1011,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA AMENDMENT pdf txt,financial,financial
1012,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1013,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA pdf txt,financial,financial
1014,ECTS e FOCUS quarters the accounting year Form Custody pdf txt,regulatory,financial
1015,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1016,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA AMENDMENT pdf txt,financial,financial
1017,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1018,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA SIGNED pdf txt,financial,financial
1019,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA pdf txt,financial,financial
1020,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA pdf txt,financial,financial
1021,ECTS e FOCUS quarters the accounting year FOCUS Report Part IIA Amended Version submitted pdf txt,financial,financial
1022,ECTS e FOCUS quarters the accounting year Form SSOI pdf txt,financial,financial
1023,Eze Castle Transaction Services LLC FINAL pdf txt,financial,financial
1024,Eze Castle Transaction Services LLC FINAL FULL VERSION pdf txt,financial,financial
1025,Eze Castle Transaction Services LLC FINAL pdf txt,financial,financial
1026,Lender Pres quarters the accounting year pdf txt,financial,financial
1027,Budget pdf txt,financial,financial
1028,lender budget pdf txt,financial,financial
1029,Lender Pres quarters the accounting year pdf txt,financial,financial
1030,management discussion and analysis pdf txt,financial,financial
1031,Lender Pres final PRIVATE pdf txt,financial,financial
1032,Projections pdf txt,financial,financial
1033,Lender Pres quarters the accounting year pdf txt,financial,financial
1034,management discussion and analysis pdf txt,financial,financial
1035,lender budget pdf txt,financial,financial
1036,management discussion and analysis pdf txt,financial,financial
1037,Lender Pres quarters the accounting year pdf txt,financial,financial
1038,final Projections for lenders pdf txt,financial,financial
1039,Eze Soft Lender quarters the accounting year pdf txt,sales and marketing,financial
1040,Lender Pres quarters the accounting year pdf txt,financial,financial
1041,Eze Soft Lender quarters the accounting year Results FINAL pdf txt,financial,financial
1042,Eze Soft Lender quarters the accounting year pdf txt,sales and marketing,financial
1043,Lender Pres quarters the accounting year pdf txt,financial,financial
1044,Lender Pres quarters the accounting year pdf txt,financial,financial
1045,Eze Soft Lender quarters the accounting year pdf txt,financial,financial
1046,Eze Soft Lender quarters the accounting year pdf txt,sales and marketing,financial
1047,Lender Pres quarters the accounting year pdf txt,financial,financial
1048,Lender Pres quarters the accounting year pdf txt,financial,financial
1049,Eze Soft Lender quarters the accounting year pdf txt,financial,financial
1050,MDA final pdf txt,financial,financial
1051,Eze Soft Lender quarters the accounting year pdf txt,financial,financial
1052,Eze Soft Lender Meeting FINAL pdf txt,financial,financial
1053,management discussion and analysis pdf txt,financial,financial
1054,Eze Soft Lender quarters the accounting year pdf txt,sales and marketing,financial
1055,Eze Soft Lender FINAL pdf txt,financial,financial
1056,Eze Software Second Lien Credit Agreement Execution Version pdf txt,regulatory,financial
1057,Eze Software First Lien Credit Agreement Execution Version pdf txt,regulatory,financial
1058,First Lien Amendment pdf txt,contracts,financial
1059,First Lien Amendment pdf txt,contracts,financial
1060,Eze Software TPG Amendment Number First Lien Credit Agreement Bof A Apr pdf txt,contracts,financial
1061,London Alpharetta Presentations pdf txt,corporate,financial
1062,Chicago Presentations pdf txt,human resources,financial
1063,Site Consolidation Summary Updated pdf txt,insurance,financial
1064,Spending Product pdf txt,financial,financial
1065,EMS European Monetary System dataroom index and discussion pdf txt,sales and marketing,financial
1066,pro forma rev for trading volume pdf txt,financial,financial
1067,sellside connectivity document index pdf txt,financial,financial
1068,correlation revenue and volumes monthly pdf txt,financial,financial
1069,broker pricing amendments pdf txt,contracts,financial
1070,sellside connectivity VIX correlation pdf txt,sales and marketing,financial
1071,net retention analysis pdf txt,intellectual property,financial
1072,Competitive Replacements pdf txt,financial,financial
1073,Application Client Overview pdf txt,regulatory,financial
1074,historical OMS wins categories pdf txt,sales and marketing,financial
1075,quarterly wins type pdf txt,sales and marketing,financial
1076,Win Details xlsx txt,sales and marketing,financial
1077,Qo E report slipsheet pdf txt,financial,financial
1078,quarterly customer revenue updated xlsx txt,sales and marketing,financial
1079,Detailed Revenue Client xlsx txt,sales and marketing,financial
1080,growth client type pdf txt,sales and marketing,financial
1081,broker revenue masked xlsx txt,sales and marketing,financial
1082,Client Metadata xlsx txt,sales and marketing,financial
1083,CDH Warrant pdf txt,corporate,financial
1084,summary cap table pdf txt,corporate,financial
1085,equity rollforward pdf txt,financial,financial
1086,CDH Warrant pdf txt,corporate,financial
1087,Bonus Payroll Tax Current Year March pdf txt,tax,financial
1088,Accrued Sales Tax Expense Dec pdf txt,regulatory,financial
1089,Accrued Professional Fees Dec pdf txt,regulatory,financial
1090,Accrued Professional Fees March pdf txt,intellectual property,financial
1091,Bonus Payroll Tax Current Year March pdf txt,regulatory,financial
1092,Accrued Professional Fees Dec pdf txt,regulatory,financial
1093,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1094,Audit and Accounting Services Policy Change xlsx txt,regulatory,financial
1095,Adoption ASU Classification Deferred Taxes docx txt,tax,financial
1096,Customer relationship useful life evaluation clean pdf pdf txt,financial,financial
1097,Adoption ASU Hedge Accounting Amendments with Appendix FINAL pdf txt,financial,financial
1098,Accrued Professional Fees Dec pdf txt,intellectual property,financial
1099,Tax Professional Fees Policy Change Impact xlsx txt,regulatory,financial
1100,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1101,Accrued Professional Fees March pdf txt,intellectual property,financial
1102,Accrued Professional Fees Dec pdf txt,intellectual property,financial
1103,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1104,Adoption ASU Goodwill Impairment Test docx txt,regulatory,financial
1105,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1106,FIX Financial Information Exchange Memo DRAFT eze redline with KPMG and Legal Comments addressed clean pdf pdf txt,financial,financial
1107,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1108,Subscription Memo DRAFT eze redline clean pdf pdf txt,financial,financial
1109,Accrued Professional Fees Dec pdf txt,intellectual property,financial
1110,Principal Agent Considerations clean pdf pdf txt,financial,financial
1111,Adoption ASU Going Concern docx txt,financial,financial
1112,ASU adoption adjustments dated xlsx txt,sales and marketing,financial
1113,Accrued Sales Tax Expense March pdf txt,intellectual property,financial
1114,Impairment Memo Addendum IFRS International Financial Reporting Standard docx txt,regulatory,financial
1115,Adoption ASU Customer Accounting for Fees Paid Cloud Computing Arrangement docx txt,production,financial
1116,Adoption ASU Cash Flows docx txt,financial,financial
1117,Bonus Payroll Tax Current Year March pdf txt,tax,financial
1118,Accrued Professional Fees Dec pdf txt,intellectual property,financial
1119,Accrued Professional Fees Dec pdf txt,intellectual property,financial
1120,Bonus Payroll Tax Current Year March pdf txt,tax,financial
1121,Eze Software TPG Amendment Number Second Lien Term Loan Credit Agreement Bof A Apr pdf txt,contracts,financial
1122,Eze Software Inc Incorporated TPG Amendment Number First Lien Credit Agreement Bof A Aug pdf txt,contracts,financial
1123,Network Partnership Memo DRAFT with KPMG and Legal Comments addressed clean pdf pdf txt,financial,financial
1124,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1125,Withholding Taxes Payable March pdf txt,tax,financial
1126,Adoption ASU ASU Classification DFC updated docx txt,financial,financial
1127,Adoption ASC ASU Consolidation Memo docx txt,corporate,financial
1128,Accrued Professional Fees March pdf txt,regulatory,financial
1129,ASC Adjustments Memo DRAFT clean pdf pdf txt,financial,financial
1130,Broker Trak Memo DRAFT eze redline clean pdf pdf txt,financial,financial
1131,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1132,Accrued Professional Fees March pdf txt,intellectual property,financial
1133,EMS European Monetary System Memo DRAFT eze redline with KPMG and Legal Comments addressed clean pdf pdf txt,intellectual property,financial
1134,Other Revenue Streams Appendix DRAFT with KPMG and Legal Comments addressed clean pdf pdf txt,intellectual property,financial
1135,Adoption ASU Consolidations pdf txt,financial,financial
1136,Accrued Professional Fees Dec pdf txt,intellectual property,financial
1137,Accrued Professional Fees March pdf txt,regulatory,financial
1138,Adoption ASU Equity Comp Modification Accounting docx txt,human resources,financial
1139,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1140,Accrued Professional Fees March pdf txt,intellectual property,financial
1141,Accrued Sales Tax Expense Dec pdf txt,intellectual property,financial
1142,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1143,Adoption ASU Equity Comp Forfeitures Accounting docx txt,human resources,financial
1144,Withholding Taxes Payable March pdf txt,intellectual property,financial
1145,Accrued Professional Fees Dec pdf txt,intellectual property,financial
1146,Accrued Professional Fees March pdf txt,intellectual property,financial
1147,Accrued Professional Fees Dec pdf txt,regulatory,financial
